category,name,slug,logo_file,short_description,short_description_local,description,description_local,address,lat,lng,google_maps_url,google_place_id,phone,email,website,instagram,facebook,opening_hours,hours_source_url,hours_observed_at,google_rating,google_rating_count,rating_observed_at,emergency_24_7,emergency_note,home_visits,specialties,languages_spoken,photo_urls,animals,source_url,observed_at,notes
DOG_TRAINING,SAR DA – Výcvikové kynologické centrum (Poslušný pes),sar-da-vycvikove-kynologicke-centrum-poslusny-pes,sar-da-vycvikove-kynologicke-centrum-poslusny-pes.png,Canine training center run by search and rescue handlers offering obedience and puppy classes.,Kynologické centrum vedené záchranármi ponúkajúce výcvik poslušnosti a kurzy pre šteniatka.,"Dog training center in Nové Mesto providing obedience courses, puppy kindergarten, rescue work training, and behavioral consultations.",,"Bojnická 10, 831 04 Bratislava",48.179491,17.166457,https://maps.google.com/?cid=8096872552822230382,ChIJZVp7RdyObEcRbk2UDrDeXXA,+421 910 810 324,vycvik@sarda.sk,https://poslusnypes.sk,,,,,,4.8,36,2026-09-25,,,,,,https://www.poslusnypes.sk/wp-content/uploads/2024/03/24-home-slider-scaled.jpg;https://www.poslusnypes.sk/wp-content/uploads/2024/03/24-home-slider2-scaled.jpg;https://www.poslusnypes.sk/wp-content/uploads/2024/03/24-home-slider4-scaled.jpg,dog,https://poslusnypes.sk,2026-09-20,"Kynologické centrum v Novom Meste (kurzy poslušnosti, záchranársky výcvik SAR DA)"
PET_SHOP,Zuzalo – Chovateľské potreby,zuzalo-chovatelske-potreby,zuzalo-chovatelske-potreby.png,"Boutique pet store offering premium wholesome feeds, natural treats and stylish accessories.","Predajňa chovateľských potrieb s ponukou prémiových krmív, prírodných maškŕt a doplnkov.","Boutique pet store on Dunajská street in Staré Mesto operating since 2020. Specializes in wholesome, natural foods, treats without additives, and stylish accessories for dogs and cats.",,"Dunajská 64, 811 08 Bratislava",48.14625,17.120941,,,+421 940 731 217,info@zuzalo.sk,https://www.zuzalo.sk,,,,,,,,2026-09-25,,,,,,,dog;cat,https://www.zuzalo.sk,2026-09-20,Kamenná predajňa s krmivom a chovateľskými potrebami pre psov a mačky v Starom Meste; no Google rating: store closed (<5 reviews)
PET_SHOP,Sponzia – Chovateľské potreby,sponzia-chovatelske-potreby,,"Family-run pet shop offering specialty feeds, pet gear and cynological training advice.","Rodinné chovateľské potreby s ponukou krmív, výbavy a kynologického poradenstva.","Pet supply store and training center in Ružinov offering animal feed, pet gear, supplements, and canine training equipment.",,"Mierová 68, 821 05 Bratislava",48.14916,17.17452,,,+421 2 4363 0703,shop@sponzia.sk,https://www.sponzia.sk,,,,,,,,2026-09-25,,,,,,https://www.sponzia.sk/css/vycvik.jpg;https://www.sponzia.sk/css/potreby.jpg,dog;cat,https://www.sponzia.sk,2026-09-20,Kamenná predajňa chovateľských potrieb a krmív v Ružinove; no Google rating: <5 reviews
PET_SHOP,Goio Pet Shop,goio-pet-shop,,"Pet supplies store offering premium dry food, wet food, treats, toys and care accessories.","Predajňa chovateľských potrieb s ponukou krmív, maškŕt, hračiek a výbavy pre zvieratá.","Pet supply shop in Petržalka offering a broad selection of feed, treats, toys, and care accessories for dogs, cats, small animals, and birds.",,"Bosákova 9, 851 04 Bratislava",48.128204,17.122424,https://maps.google.com/?cid=7890112999246410043,ChIJGyDlLRCJbEcROzHGHfhPf20,+421 904 810 137,,https://goiopet.sk,,,,,,4.7,215,2026-09-25,,,,,,,dog;cat,https://goiopet.sk,2026-09-20,"Kamenná predajňa chovateľských potrieb, krmív a príslušenstva v Petržalke"
PET_SHOP,Chovateľské potreby Fanzy,chovatelske-potreby-fanzy,,"Neighborhood pet shop in OD Budúcnosť offering basic pet food, treats and supplies.",Miestna predajňa chovateľských potrieb v OD Budúcnosť s ponukou krmív a príslušenstva.,Brick-and-mortar pet supply and animal feed store located inside the OD Budúcnosť shopping center in Ružinov.,,"Drieňová 81/40, 821 02 Bratislava",48.15983,17.144371,,,+421 944 413 208,chovprodukt.fanzy@gmail.com,,,,,,,,,2026-09-25,,,,,,,dog;cat,https://oma.sk/chovatelske-potreby-fanzy-od-buducnost,2026-09-20,Predajňa chovateľských potrieb a krmív v OD Budúcnosť v Ružinove; no Google rating: <5 reviews
PET_SHOP,Super zoo – Bajkalská,super-zoo-bajkalska,super-zoo-bajkalska.svg,"Large flagship pet store offering feeds, terrariums, live animals, grooming and accessories.","Veľkoplošná predajňa chovateľských potrieb s ponukou krmív, terárií, zvierat a psieho salónu.","Large retail pet store on Bajkalská street in Ružinov offering food, treats, toys, terrariums, cages, and accessories for all types of pets.",,"Bajkalská 29/F, 821 05 Bratislava",48.150769,17.149433,https://maps.google.com/?cid=7754246788071376993,ChIJW6pnYdKIbEcRYUi1t16enGs,+421 918 605 900,bajkalskaba@superzoo.sk,https://www.superzoo.sk,,,,,,4.5,1500,2026-09-25,,,,,,,dog;cat,https://www.superzoo.sk,2026-09-20,Veľkoplošná predajňa chovateľských potrieb a krmív (bývalý ZooDom) v Ružinove
PET_SHOP,Super zoo – Aupark,super-zoo-aupark,super-zoo-aupark.svg,"Shopping center pet shop providing pet foods, care products, accessories and grooming services.","Predajňa v nákupnom centre s ponukou krmív, chovateľských potrieb a psím salónom.","Pet supply store located in the Aupark shopping center in Petržalka, providing quality pet food, care products, and accessories for domestic animals.",,"Einsteinova 18, 851 01 Bratislava",48.132697,17.108577,,,+421 914 347 120,aupark@superzoo.sk,https://www.superzoo.sk,,,,,,,,2026-09-25,,,,,,,dog;cat,https://www.superzoo.sk,2026-09-20,Predajňa chovateľských potrieb v OC Aupark Petržalka; no Google rating: mall branch without separate card (<5 reviews)
PET_SHOP,PetCenter – Stanica Nivy,petcenter-stanica-nivy,petcenter-stanica-nivy.svg,"Modern mall pet shop with wide range of animal feeds, treats, toys and essential care gear.","Predajňa v nákupnom centre Nivy so širokým sortimentom krmív, maškŕt a potrieb pre zvieratá.","Pet store in the Stanica Nivy shopping mall in Ružinov, featuring a wide selection of animal feeds, treats, toys, and pet care essentials.",,"Mlynské nivy 5/A, 821 09 Bratislava",48.146843,17.128698,,,+421 909 255 234,bratislavanivy@petcenter.sk,https://www.petcenter.sk,,,,,,,,2026-09-25,,,,,,,dog;cat,https://www.petcenter.sk,2026-09-20,Predajňa chovateľských potrieb v nákupnom centre Nivy; no Google rating: mall branch without separate card (<5 reviews)
PET_SHOP,PetCenter – OC Galéria Petržalka,petcenter-oc-galeria-petrzalka,petcenter-oc-galeria-petrzalka.svg,"Retail pet shop in Galéria shopping park providing pet food, supplements, treats and toys.","Predajňa chovateľských potrieb v OC Galéria s ponukou krmív, doplnkov výživy a hračiek.","Pet shop located in the OC Galéria shopping center in Petržalka, offering pet food, supplements, toys, and supplies for dogs, cats, and small animals.",,"Panónska cesta 25, 851 04 Bratislava",48.108352,17.097127,,,+421 909 255 202,,https://www.petcenter.sk,,,,,,,,2026-09-25,,,,,,,dog;cat,https://www.petcenter.sk,2026-09-20,Predajňa chovateľských potrieb v OC Galéria Petržalka; no Google rating: mall branch without separate card (<5 reviews)
PET_SHOP,Vet Lekáreň (MVDr. Pavol Šimun),vet-lekaren-mvdr-pavol-simun,,"Veterinary pharmacy providing specialized medicines, clinical diets and pet health supplements.","Veterinárna lekáreň s predajom veterinárnych liečiv, klinických diét a doplnkov výživy.","Specialized veterinary pharmacy in Nové Mesto operated by MVDr. Pavol Šimun. Stocks prescription veterinary pharmaceuticals, specialized diets, vitamins, and healthcare supplements.",,"Kalinčiakova 1, 831 04 Bratislava",48.159538,17.130877,https://maps.google.com/?cid=11850998846368343811,ChIJpRCg1iyPbEcRA2dZV6k0d6Q,+421 908 382 206,info@vetlekaren.sk,https://www.vetlekaren.sk,,,,,,4.6,135,2026-09-25,,,,,,,dog;cat,https://www.vetlekaren.sk,2026-09-20,Špecializovaná veterinárna lekáreň a predajňa veterinárnych liečiv a doplnkov v Novom Meste
PET_SHOP,Lekáreň HUMAVET,lekaren-humavet,,Community pharmacy specializing in combined human and veterinary pharmaceuticals.,Lekáreň so špecializáciou na humánne aj veterinárne liečivá a antiparazitiká.,"Community pharmacy in Nové Mesto specializing in human and veterinary medicines, antiparasitics, and animal healthcare products.",,"Sibírska 1597/11, 831 02 Bratislava",48.161205,17.119572,https://maps.google.com/?cid=403424675532853682,ChIJ5ThtlrKObEcRslHD3ppAmQU,+421 2 4425 1143,lekaren.humavet@gmail.com,,,,,,,4.7,28,2026-09-25,,,,,,,dog;cat,https://www.e-vuc.sk,2026-09-20,Verejná lekáreň so špecializáciou na humánne a veterinárne liečivá v Novom Meste
